data_type,z,D_ratio,bin,ell,cl_ratio_val
growth,0.34709193245778613,1.0844872820210667,,,
growth,0.34896810506566606,1.0849617419028827,,,
growth,0.350844277673546,1.0854361868436901,,,
growth,0.3527204502814259,1.0859107267634998,,,
growth,0.3545966228893058,1.0863854930166121,,,
growth,0.35647279549718575,1.0868604882702222,,,
growth,0.35834896810506567,1.0873354760764191,,,
growth,0.3602251407129456,1.0878105609240665,,,
growth,0.3621013133208255,1.0882858807704738,,,
growth,0.36397748592870544,1.0887614372468677,,,
growth,0.36585365853658536,1.0892369602262848,,,
growth,0.3677298311444653,1.0897125827963225,,,
growth,0.3696060037523452,1.0901884222150313,,,
growth,0.3714821763602251,1.090664477608842,,,
growth,0.37335834896810505,1.0911404210363285,,,
growth,0.37523452157598497,1.0916165050786084,,,
growth,0.3771106941838649,1.0920928100371963,,,
growth,0.3789868667917448,1.0925693386611084,,,
growth,0.3808630393996248,1.0930456858352755,,,
growth,0.3827392120075047,1.0935222532882862,,,
growth,0.38461538461538464,1.0939990507015758,,,
growth,0.38649155722326456,1.0944759912904098,,,
growth,0.3883677298311445,1.0949528341113322,,,
growth,0.3902439024390244,1.0954299131705667,,,
growth,0.3921200750469043,1.0959072312086715,,,
growth,0.39399624765478425,1.096384579084626,,,
growth,0.39587242026266417,1.0968619525898442,,,
growth,0.3977485928705441,1.0973395673417057,,,
growth,0.399624765478424,1.0978174230439008,,,
growth,0.40150093808630394,1.0982951413409743,,,
growth,0.40337711069418386,1.0987730038197159,,,
growth,0.4052532833020638,1.0992510919349,,,
growth,0.4071294559099437,1.0997293142404845,,,
growth,0.4090056285178236,1.1002073975258115,,,
growth,0.41088180112570355,1.1006857120997369,,,
growth,0.41275797373358347,1.1011642607711027,,,
growth,0.4146341463414634,1.1016427530790462,,,
growth,0.4165103189493433,1.1021213076292042,,,
growth,0.41838649155722324,1.1026001028180648,,,
growth,0.42026266416510316,1.1030790982843492,,,
growth,0.42213883677298314,1.1035579062674845,,,
growth,0.42401500938086306,1.104036961411785,,,
growth,0.425891181988743,1.1045162665165464,,,
growth,0.4277673545966229,1.1049955355784764,,,
growth,0.42964352720450283,1.1054748639600656,,,
growth,0.43151969981238275,1.1059544445847136,,,
growth,0.4333958724202627,1.1064342064539388,,,
growth,0.4352720450281426,1.1069137764471924,,,
